"Stand_CN","Stand_ID","Variant","Inv_Year","Groups","AddFiles","FVSKeywords","Latitude","Longitude","Region","Forest","District","Compartment","Location","Ecoregion","PV_Code","PV_Ref_Code","Age","Aspect","Slope","Elevation","ElevFt","Basal_Area_Factor","Inv_Plot_Size","Brk_DBH","Num_Plots","NonStk_Plots","Sam_Wt","Stk_Pcnt","DG_Trans","DG_Measure","HTG_Trans","HTG_Measure","Mort_Measure","Max_Ba","Max_SDI","Site_Species","Site_Index","Model_Type","Physio_Region","Forest_Type","County","Fuel_Model","Fuel_0_25","Fuel_25_1","Fuel_0_1","Fuel_1_3","Fuel_3_6","Fuel_6_12","Fuel_gt_12","Fuel_Litter","Fuel_Duff","Photo_Ref","Photo_code","GIS_ID","state","streamType","streamSize"
"21522","2483","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,377,41.42,19.97,,386.45,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.48,,,,,,,,,,,,,,,,,2483,"OR",,
"25795","2484","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,65.91,17.55,,345.19,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2484,"OR",,
"25795","2485","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,39.33,28.73,,294.65,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2485,"OR",,
"30477","2486","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,212,12.69,32.76,,244.41,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2486,"OR",,
"25795","2487","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,70.63,22.09,,235.17,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.50,,,,,,,,,,,,,,,,,2487,"OR",,
"135223","2488","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,77.21,22.88,,200.62,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2488,"OR",,
"30292","2489","OP",2014,"0",,,,,6,12,,,612,,"CHF121",,119,144.41,31.80,,260.18,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2489,"OR",,
"135130","249","OP",2014,"0",,,,,6,12,,,612,,"CHS157",,21,163.32,50.07,,79.49,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,249,"OR","N",
"82093","2490","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,251.28,25.90,,277.69,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2490,"OR","N","Small"
"30557","2491","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,32,18.63,35.71,,200.31,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2491,"OR",,
"42","2492","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,51,172.95,8.81,,285.55,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2492,"OR",,
"30188","2493","OP",2014,"0",,,,,6,15,,,615,,"CWS524",,333,150.83,21.63,,162.60,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2493,"OR",,
"25795","2494","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,344.05,31.30,,246.45,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2494,"OR",,
"141335","2495","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,80.42,32.29,,274.75,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2495,"OR","FISH","Small"
"82093","2496","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,157.56,22.77,,630.35,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2496,"OR",,
"25795","2497","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,279.43,22.15,,214.11,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.57,,,,,,,,,,,,,,,,,2497,"OR",,
"145709","2498","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,15,199.28,13.68,,184.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2498,"OR",,
"25795","2499","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,51.30,11.38,,328.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2499,"OR",,
"84128","25","OP",2014,"0",,,,,6,12,,,612,,,,33,263.62,48.42,,209.67,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",119.00,,,,,,,,,,,,,,,,,25,"OR",,
"645","250","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,144.60,50.45,,78.01,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,250,"OR","SSBT","Medium"
"693","2500","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,25,323.78,43.18,,597.58,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2500,"OR","FISH","Medium"
"141496","2501","OP",2014,"0",,,,,6,12,,,612,,"CDS216",,37,313.87,42.79,,602.64,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2501,"OR",,
"1831","2502","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,49,290.71,29.49,,582.34,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2502,"OR",,
"135223","2503","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,142.04,23.59,,311.16,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2503,"OR",,
"30200","2504","OP",2014,"0",,,,,6,12,,,612,,"CDS214",,141,202.74,49.65,,237.26,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2504,"OR",,
"25795","2505","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,70.45,29.40,,256.20,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2505,"OR",,
"25795","2506","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,193.39,11.05,,400.38,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2506,"OR",,
"25795","2507","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,8.52,35.25,,307.07,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2507,"OR","N","Small"
"30141","2508","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,37,82.37,29.15,,222.52,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2508,"OR",,
"30520","2509","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,88,80.96,51.79,,333.07,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2509,"OR",,
"84118","251","OP",2014,"0",,,,,6,12,,,612,,"HA",,37,149.09,50.00,,144.12,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,251,"OR",,
"21484","2510","OP",2014,"0",,,,,6,12,,,612,,"CHS221",,91,199.12,40.25,,260.44,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2510,"OR",,
"25795","2511","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,147.53,33.77,,337.16,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2511,"OR",,
"141335","2512","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,135.90,20.10,,241.52,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2512,"OR",,
"25824","2513","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,140,125.64,56.60,,621.37,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2513,"OR",,
"127691","2514","OP",2014,"0",,,,,6,12,,,612,,"CD714",,153,185.78,22.92,,192.02,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2514,"OR",,
"84107","2515","OP",2014,"0",,,,,6,12,,,612,,,,46,35.15,21.02,,320.36,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2515,"OR","N","Small"
"25795","2516","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,91.99,22.56,,191.07,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.57,,,,,,,,,,,,,,,,,2516,"OR",,
"141335","2517","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,166.50,31.27,,297.23,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2517,"OR",,
"42","2518","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,51,22.89,22.39,,397.82,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.39,,,,,,,,,,,,,,,,,2518,"OR",,
"135223","2519","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,260.57,25.71,,232.41,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2519,"OR",,
"25676","252","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,28,185.70,45.23,,67.93,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,252,"OR","N",
"25795","2520","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,140.47,44.94,,324.16,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2520,"OR",,
"30307","2521","OP",2014,"0",,,,,6,12,,,612,,"CHF121",,238,159.89,41.17,,288.42,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2521,"OR",,
"30141","2522","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,37,175.11,30.88,,242.26,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2522,"OR",,
"30557","2523","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,32,204.93,12.54,,185.70,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2523,"OR",,
"30557","2524","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,32,7.74,32.18,,254.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2524,"OR",,
"80946","2525","OP",2014,"0",,,,,6,12,,,612,,"CDS124",,15,39.35,16.73,,185.41,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2525,"OR",,
"141372","2526","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,23,277.52,31.56,,511.69,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2526,"OR",,
"88645","2527","OP",2014,"0",,,,,6,12,,,612,,"CHS157",,67,354.87,33.67,,234.59,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2527,"OR",,
"42","2528","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,51,54.20,23.32,,396.72,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2528,"OR",,
"30443","2529","OP",2014,"0",,,,,6,12,,,612,,"CHF121",,131,344.02,49.81,,636.07,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2529,"OR",,
"622","253","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,29,218.92,60.21,,172.86,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,253,"OR",,
"83147","2530","OP",2014,"0",,,,,6,12,,,612,,"CD",,44,141.73,50.24,,580.49,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2530,"OR",,
"141335","2531","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,72.39,16.97,,337.65,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2531,"OR",,
"25795","2532","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,178.55,26.77,,218.49,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2532,"OR",,
"145709","2533","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,15,263.05,25.06,,169.19,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2533,"OR","N","Small"
"30307","2534","OP",2014,"0",,,,,6,12,,,612,,"CHF121",,238,169.44,39.16,,312.37,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2534,"OR",,
"25795","2535","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,34.63,23.46,,330.65,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.56,,,,,,,,,,,,,,,,,2535,"OR",,
"21522","2536","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,377,103.12,29.57,,536.61,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2536,"OR",,
"127691","2537","OP",2014,"0",,,,,6,12,,,612,,"CD714",,153,163.19,32.67,,293.98,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2537,"OR",,
"25795","2538","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,32.30,17.20,,177.28,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.57,,,,,,,,,,,,,,,,,2538,"OR",,
"141335","2539","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,306.32,30.84,,372.92,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2539,"OR",,
"84118","254","OP",2014,"0",,,,,6,12,,,612,,"HA",,37,139.64,40.82,,32.79,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,254,"OR","SSBT","Medium"
"30188","2540","OP",2014,"0",,,,,6,15,,,615,,"CWS524",,333,209.60,25.47,,194.64,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2540,"OR",,
"1335","2541","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,84,156.65,34.54,,271.04,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2541,"OR",,
"135223","2542","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,139.32,30.73,,253.58,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2542,"OR",,
"141372","2543","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,23,290.83,25.71,,618.87,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2543,"OR",,
"141335","2544","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,156.64,29.77,,226.83,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2544,"OR",,
"141335","2545","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,97.88,36.51,,242.99,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",124.00,,,,,,,,,,,,,,,,,2545,"OR",,
"21484","2546","OP",2014,"0",,,,,6,12,,,612,,"CHS221",,91,328.20,50.66,,624.14,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2546,"OR",,
"25795","2547","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,27.67,15.68,,235.74,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2547,"OR",,
"82093","2548","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,21.26,24.04,,297.48,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2548,"OR",,
"1335","2549","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,84,176.45,29.82,,270.10,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2549,"OR","N","Small"
"645","255","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,19,195.86,71.13,,142.78,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,255,"OR",,
"145253","2550","OP",2014,"0",,,,,6,12,,,612,,"CHS153",,33,86.86,40.75,,583.81,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2550,"OR",,
"25795","2551","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,50.11,21.77,,208.53,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2551,"OR",,
"127691","2552","OP",2014,"0",,,,,6,12,,,612,,"CD714",,153,160.95,19.75,,218.43,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2552,"OR",,
"25720","2553","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,37,301.80,28.42,,560.35,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2553,"OR",,
"141335","2554","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,205.81,38.38,,341.69,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2554,"OR",,
"25795","2555","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,76.58,19.87,,207.45,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2555,"OR",,
"141335","2556","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,103.42,26.32,,270.31,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2556,"OR",,
"82093","2557","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,5.82,30.16,,283.09,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2557,"OR",,
"25795","2558","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,99.44,18.36,,341.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2558,"OR",,
"141335","2559","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,207.94,25.27,,387.12,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.19,,,,,,,,,,,,,,,,,2559,"OR",,
"133760","256","OP",2014,"0",,,,,6,12,,,612,,"CHS323",,28,186.75,66.89,,97.63,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,256,"OR","N",
"25795","2560","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,64.67,38.47,,211.80,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2560,"OR",,
"81896","2561","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,43,130.16,24.02,,311.90,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2561,"OR",,
"25795","2562","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,123.29,28.99,,245.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2562,"OR",,
"141335","2563","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,87.41,26.67,,174.47,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2563,"OR",,
"141335","2564","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,197.04,35.74,,389.32,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.78,,,,,,,,,,,,,,,,,2564,"OR",,
"1335","2565","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,84,220.77,30.55,,204.56,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2565,"OR",,
"135223","2566","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,98.04,20.63,,300.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2566,"OR",,
"21484","2567","OP",2014,"0",,,,,6,12,,,612,,"CHS221",,91,178.28,43.29,,275.76,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2567,"OR",,
"145198","2568","OP",2014,"0",,,,,6,11,,,611,,"CDS524",,50,31.91,24.41,,184.17,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2568,"OR",,
"25795","2569","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,169.07,38.93,,266.67,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2569,"OR","N","Small"
"25676","257","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,28,229.49,46.57,,130.48,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,257,"OR","N",
"81657","2570","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,33,129.40,30.60,,192.07,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2570,"OR",,
"82093","2571","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,19.61,27.87,,270.26,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2571,"OR",,
"141335","2572","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,93,163.49,17.27,,428.44,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,2572,"OR",,
"21484","2573","OP",2014,"0",,,,,6,12,,,612,,"CHS221",,91,144.76,34.72,,342.57,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2573,"OR","N","Small"
"135223","2574","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,151.17,36.89,,201.23,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2574,"OR","N","Small"
"30188","2575","OP",2014,"0",,,,,6,15,,,615,,"CWS524",,333,37.31,26.79,,174.59,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2575,"OR",,
"135223","2576","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,21.80,38.91,,253.62,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2576,"OR",,
"21522","2578","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,377,355.59,28.04,,514.39,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2578,"OR",,
"1831","2579","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,49,225.84,20.69,,635.64,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2579,"OR",,
"145386","258","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,42,233.22,40.40,,42.02,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,258,"OR",,
"25795","2580","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,44.75,23.49,,241.95,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2580,"OR","N","Small"
"135223","2581","OP",2014,"0",,,,,6,12,,,612,,"CDS312",,31,32.73,30.29,,252.08,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2581,"OR",,
"25795","2582","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,71.16,29.66,,310.26,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2582,"OR",,
"42","2583","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,51,29.78,25.35,,263.93,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2583,"OR",,
"25795","2584","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,104.10,24.79,,311.42,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2584,"OR",,
"83147","2585","OP",2014,"0",,,,,6,12,,,612,,"CD",,44,163.40,30.76,,645.20,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2585,"OR","N","Small"
"29977","2586","OP",2014,"0",,,,,6,11,,,611,,"CHS324",,59,246.69,36.90,,488.60,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2586,"OR",,
"25795","2588","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,243.67,21.36,,184.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2588,"OR",,
"83147","2589","OP",2014,"0",,,,,6,12,,,612,,"CD",,44,134.55,32.92,,640.74,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",127.00,,,,,,,,,,,,,,,,,2589,"OR",,
"84118","259","OP",2014,"0",,,,,6,12,,,612,,"HA",,37,247.76,61.12,,106.57,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,259,"OR",,
"25795","2590","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,29.90,33.17,,208.87,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2590,"OR",,
"42","2591","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,51,158.34,25.42,,390.61,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",121.00,,,,,,,,,,,,,,,,,2591,"OR",,
"107172","2592","OP",2014,"0",,,,,6,11,,,611,,"HTC223",,122,40.61,40.13,,213.43,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2592,"OR",,
"25795","2593","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,234,78.40,19.44,,222.71,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",122.00,,,,,,,,,,,,,,,,,2593,"OR","N","Small"
